,Store,Fiscal_Quarter,Fiscal_Year,Sales_Volume_Group,CPI_Group,CPI_Level,total_sales,avg_sales,avg_temp,avg_cpi,avg_fuel_price,avg_unemployment,1-q_prior_total_sales,1-q_prior_avg_sales,1-q_prior_avg_temp,1-q_prior_avg_cpi,1-q_prior_avg_fuel_price,1-q_prior_avg_unemployment,4-q_prior_total_sales,4-q_prior_avg_sales,4-q_prior_avg_temp,4-q_prior_avg_cpi,4-q_prior_avg_fuel_price,4-q_prior_avg_unemployment,1-q_diff_total_sales,1-q_diff_avg_sales,1-q_diff_cpi,1-q_diff_temperature,1-q_diff_fuel_price,1-q_diff_unemployment,1-q_pct_diff_total_sales,1-q_pct_diff_avg_sales,1-q_pct_diff_cpi,1-q_pct_diff_temperature,1-q_pct_diff_fuel_price,1-q_pct_diff_unemployment,4-q_diff_total_sales,4-q_diff_avg_sales,4-q_diff_cpi,4-q_diff_temperature,4-q_diff_fuel_price,4-q_diff_unemployment,4-q_pct_diff_total_sales,4-q_pct_diff_avg_sales,4-q_pct_diff_cpi,4-q_pct_diff_temperature,4-q_pct_diff_fuel_price,4-q_pct_diff_unemployment
0,1,1,2010,Large,cpi_Region 10,High,19601440.0,1507803.076923077,54.184615384615384,210.97480405384616,2.677769230769231,7.991384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,2010,Large,cpi_Region 10,High,19258503.14,1481423.3184615385,80.27076923076923,211.05027508461538,2.7014615384615386,7.799923076923077,19601440.0,1507803.076923077,54.184615384615384,210.97480405384616,2.677769230769231,7.991384615384616,,,,,,,-342936.8599999994,-26379.75846153847,0.07547103076922212,26.08615384615385,0.02369230769230768,-0.1914615384615388,-1.7495493188255526,-1.7495493188255562,0.03577253270014176,48.143100511073264,0.884777800120651,-2.3958493762513515,,,,,,,,,,,,
2,1,3,2010,Large,cpi_Region 10,High,19056388.62,1465876.0476923077,77.80615384615385,211.6510384153846,2.642076923076923,7.806615384615385,19258503.14,1481423.3184615385,80.27076923076923,211.05027508461538,2.7014615384615386,7.799923076923077,,,,,,,-202114.51999999955,-15547.270769230789,0.6007633307692117,-2.464615384615385,-0.05938461538461537,0.006692307692307331,-1.0494819796259593,-1.0494819796259631,0.28465413301562886,-3.070377184912604,-2.198240268800364,0.08579966271856261,,,,,,,,,,,,
3,1,4,2010,Large,cpi_Region 10,High,20842551.21,1603273.1700000002,50.15538461538461,211.67487707692305,2.8582307692307696,7.808461538461539,19056388.62,1465876.0476923077,77.80615384615385,211.6510384153846,2.642076923076923,7.806615384615385,,,,,,,1786162.5899999999,137397.12230769242,0.023838661538462702,-27.650769230769235,0.21615384615384636,0.0018461538461540528,9.373038226799132,9.373038226799142,0.011263191391330262,-35.53802349033101,8.181209421492424,0.023648582070436006,,,,,,,,,,,,
4,1,1,2011,Large,cpi_Region 10,High,20396386.65,1568952.819230769,60.62230769230769,214.2673381230769,3.4103846153846153,7.718923076923077,20842551.21,1603273.1700000002,50.15538461538461,211.67487707692305,2.8582307692307696,7.808461538461539,19601440.0,1507803.076923077,54.184615384615384,210.97480405384616,2.677769230769231,7.991384615384616,-446164.5600000024,-34320.350769231096,2.5924610461538578,10.46692307692308,0.5521538461538458,-0.08953846153846179,-2.1406427433218354,-2.140642743321844,1.224737239465481,20.868991748719374,19.3180289043787,-1.146685055659544,794946.6499999985,61149.74230769207,3.2925340692307543,6.437692307692309,0.7326153846153844,-0.2724615384615392,4.055552296157826,4.055552296157818,1.560629044779402,11.881033503691087,27.35916807905546,-3.4094409363930476
5,1,2,2011,Large,cpi_Region 10,High,19551057.85,1503927.526923077,81.09538461538462,215.39478827692307,3.6913846153846155,7.789692307692308,20396386.65,1568952.819230769,60.62230769230769,214.2673381230769,3.4103846153846153,7.718923076923077,19258503.14,1481423.3184615385,80.27076923076923,211.05027508461538,2.7014615384615386,7.799923076923077,-845328.799999997,-65025.292307692114,1.127450153846155,20.473076923076924,0.28100000000000014,0.0707692307692307,-4.144502722495688,-4.14450272249569,0.5261885286494474,33.77152355695416,8.2395398669223,0.916827775895401,292554.7100000009,22504.208461538423,4.344513192307687,0.8246153846153845,0.9899230769230769,-0.01023076923076971,1.5190937108313647,1.5190937108313574,2.0585205068156682,1.0272922416436676,36.643981890144936,-0.1311650016272411
6,1,3,2011,Large,cpi_Region 10,High,19596855.82,1507450.4476923076,79.30000000000001,216.37937768461538,3.4699999999999998,7.9324615384615385,19551057.85,1503927.526923077,81.09538461538462,215.39478827692307,3.6913846153846155,7.789692307692308,19056388.62,1465876.0476923077,77.80615384615385,211.6510384153846,2.642076923076923,7.806615384615385,45797.96999999881,3522.9207692306954,0.9845894076923116,-1.7953846153846058,-0.22138461538461573,0.14276923076923076,0.23424804095702068,0.23424804095702184,0.45710920657303494,-2.2139171346182915,-5.997332666499967,1.8327967926056128,540467.1999999993,41574.39999999991,4.728339269230787,1.4938461538461638,0.8279230769230765,0.12584615384615372,2.836147030674898,2.836147030674896,2.2340260197311137,1.9199588721477565,31.33607010801524,1.612045011134539
7,1,4,2011,Large,cpi_Region 10,High,21621258.06,1663173.6969230769,52.25923076923077,219.07266664615386,3.221461538461538,7.706615384615384,19596855.82,1507450.4476923076,79.30000000000001,216.37937768461538,3.4699999999999998,7.9324615384615385,20842551.21,1603273.1700000002,50.15538461538461,211.67487707692305,2.8582307692307696,7.808461538461539,2024402.2399999984,155723.24923076923,2.693288961538485,-27.040769230769243,-0.2485384615384616,-0.22584615384615425,10.330240006837986,10.330240006837995,1.2447068617898047,-34.09933068192842,-7.162491686987367,-2.8471131281394904,778706.8499999978,59900.526923076715,7.3977895692308095,2.103846153846156,0.3632307692307686,-0.10184615384615459,3.736139794759788,3.736139794759786,3.4948831299155256,4.194656605625599,12.708238017062708,-1.3043049945818241
8,1,1,2012,Large,cpi_Region 10,High,21511287.13,1654714.3946153845,61.433076923076925,221.03031986153843,3.690153846153846,7.284923076923077,21621258.06,1663173.6969230769,52.25923076923077,219.07266664615386,3.221461538461538,7.706615384615384,20396386.65,1568952.819230769,60.62230769230769,214.2673381230769,3.4103846153846153,7.718923076923077,-109970.9299999997,-8459.302307692356,1.9576532153845676,9.173846153846156,0.46869230769230796,-0.42169230769230737,-0.5086241036244294,-0.5086241036244338,0.8936090683309975,17.554499021151955,14.549058000429818,-5.471822410316807,1114900.4800000004,85761.57538461545,6.762981738461519,0.8107692307692318,0.27976923076923077,-0.43400000000000016,5.466166626136206,5.466166626136208,3.156328816936535,1.3374107018233974,8.20345099808278,-5.622545990871586
9,1,2,2012,Large,cpi_Region 10,High,20701491.97,1592422.4592307692,78.27,221.8056000846154,3.4466923076923077,7.070692307692307,21511287.13,1654714.3946153845,61.433076923076925,221.03031986153843,3.690153846153846,7.284923076923077,19551057.85,1503927.526923077,81.09538461538462,215.39478827692307,3.6913846153846155,7.789692307692308,-809795.1600000001,-62291.935384615324,0.775280223076976,16.83692307692307,-0.2434615384615384,-0.21423076923076945,-3.764512811837495,-3.764512811837491,0.35075740901186775,27.406934375117377,-6.597598599182855,-2.940741679337729,1150434.1199999973,88494.93230769224,6.41081180769234,-2.825384615384621,-0.24469230769230776,-0.7190000000000003,5.884255106942959,5.884255106942969,2.9763077644433333,-3.484026407649119,-6.628740518462951,-9.230146347243897
